chr22	17159209	17159277	chr22_tc_538	3.122032211047	-	17159276	17159277	0.892009203156285
chr22	17219375	17219436	chr22_tc_575	2.8246958099949	-	17219433	17219434	0.892009203156285
chr22	17628642	17628820	chr22_tc_781	45.1951329599185	-	17628748	17628749	5.20338701841166
chr22	17774415	17774495	chr22_tc_824	7.58207822682843	-	17774470	17774471	1.18934560420838
chr22	17877647	17877803	chr22_tc_899	1.33801380473443	-	17877647	17877648	0.148668200526048
chr22	18001465	18001527	chr22_tc_995	8.77142383103681	-	18001500	18001501	2.08135480736467
chr22	19122369	19122448	chr22_tc_1168	13.0828016462922	-	19122411	19122412	1.78401840631257
chr22	19144647	19144676	chr22_tc_1185	3.86537321367724	-	19144648	19144649	0.892009203156285
chr22	19178408	19178493	chr22_tc_1205	1.18934560420838	-	19178473	19178474	0.297336401052095
chr22	19178693	19178791	chr22_tc_1206	9.81210123471914	-	19178764	19178765	1.63535020578652
chr22	19291680	19291749	chr22_tc_1285	2.52735940894281	-	19291680	19291681	0.297336401052095
chr22	19431692	19431761	chr22_tc_1382	3.122032211047	-	19431732	19431733	1.04067740368233
chr22	19447691	19447724	chr22_tc_1397	9.66343303419309	-	19447707	19447708	1.33801380473443
chr22	19479089	19479216	chr22_tc_1419	22.5975664799592	-	19479192	19479193	3.122032211047
chr22	19524400	19524434	chr22_tc_1442	9.0687602320889	-	19524409	19524410	2.67602760946886
chr22	19525315	19525382	chr22_tc_1443	1.63535020578652	-	19525316	19525317	0.446004601578143
chr22	19854814	19854896	chr22_tc_1583	2.97336401052095	-	19854873	19854874	0.297336401052095
chr22	19941799	19941843	chr22_tc_1624	3.71670501315119	-	19941815	19941816	0.743341002630238
chr22	19987125	19987196	chr22_tc_1638	1.33801380473443	-	19987164	19987165	0.297336401052095
chr22	20116973	20117006	chr22_tc_1696	2.08135480736467	-	20116986	20116987	0.59467280210419
chr22	20117164	20117255	chr22_tc_1697	4.75738241683352	-	20117221	20117222	0.59467280210419
chr22	20320021	20320089	chr22_tc_1753	4.90605061735957	-	20320022	20320023	0.446004601578143
chr22	20437658	20437868	chr22_tc_1794	5.64939161998981	-	20437824	20437825	2.23002300789071
chr22	20495737	20495889	chr22_tc_1838	3.41936861209909	-	20495811	20495812	0.446004601578143
chr22	20564500	20564584	chr22_tc_1869	1.48668200526048	-	20564500	20564501	0.148668200526048
chr22	20564641	20564670	chr22_tc_1870	1.48668200526048	-	20564641	20564642	0.148668200526048
chr22	20566503	20566559	chr22_tc_1872	2.52735940894281	-	20566542	20566543	0.446004601578143
chr22	20858739	20858821	chr22_tc_2031	6.54140082314609	-	20858809	20858810	0.892009203156285
chr22	21001733	21001817	chr22_tc_2097	6.09539622156795	-	21001786	21001787	0.743341002630238
chr22	21002096	21002128	chr22_tc_2098	3.41936861209909	-	21002114	21002115	0.892009203156285
chr22	21501333	21501388	chr22_tc_2157	46.5331467646529	-	21501358	21501359	5.9467280210419
chr22	21629990	21630051	chr22_tc_2191	2.97336401052095	-	21629995	21629996	0.297336401052095
chr22	21867425	21867680	chr22_tc_2370	18.732193266282	-	21867644	21867645	4.46004601578143
chr22	21952816	21952865	chr22_tc_2418	7.43341002630238	-	21952847	21952848	1.33801380473443
chr22	21982762	21982833	chr22_tc_2440	2.37869120841676	-	21982762	21982763	0.297336401052095
chr22	22183059	22183166	chr22_tc_2566	22.3002300789071	-	22183092	22183093	0.892009203156285
chr22	22508701	22508799	chr22_tc_2736	1.04067740368233	-	22508741	22508742	0.297336401052095
chr22	23717260	23717370	chr22_tc_3267	3.122032211047	-	23717332	23717333	0.446004601578143
chr22	23751080	23751135	chr22_tc_3288	4.60871421630747	-	23751111	23751112	0.892009203156285
chr22	23767862	23767982	chr22_tc_3299	59.9132848119972	-	23767971	23767972	10.2581058362973
chr22	23838963	23839030	chr22_tc_3326	6.54140082314609	-	23839003	23839004	1.78401840631257
chr22	23970386	23970796	chr22_tc_3382	4.16270961472933	-	23970386	23970387	0.148668200526048
chr22	24555093	24555195	chr22_tc_3700	6.09539622156795	-	24555137	24555138	1.33801380473443
chr22	24555841	24555938	chr22_tc_3704	2.08135480736467	-	24555890	24555891	0.446004601578143
chr22	24593038	24593068	chr22_tc_3718	1.04067740368233	-	24593064	24593065	0.297336401052095
chr22	25405371	25405408	chr22_tc_4045	1.04067740368233	-	25405407	25405408	0.446004601578143
chr22	26483762	26483853	chr22_tc_4856	3.41936861209909	-	26483782	26483783	0.446004601578143
chr22	26512443	26512508	chr22_tc_4877	2.8246958099949	-	26512472	26512473	0.59467280210419
chr22	26590086	26590141	chr22_tc_4939	6.09539622156795	-	26590101	26590102	0.743341002630238
